annotation;brand;brand_known;dia;diameter;et;holes;img;img_full;link;model;name_product;pcd;price;retail_price;retail_price_one;seller;title;title_short;type;width
"8.5/10.5x19"", 5x114.30, ET40/25, ЦО 73,1мм.";Vossen;VOSSEN;73.1;19;25;5;https://static.baza.farpost.ru/drom/1462790048707_bulletin;https://static.baza.farpost.ru/drom/1462790048707_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-vossen-cv3-r19-8-5-10.5-jj-5-114.3-g322-g326-44774570.html;CV3;"10.5x19"", 5x114.3, ET25, ЦО73.1 VOSSEN CV3 ";114.3;32900;42900;10725;Aniku;NEW! Комплект дисков Vossen CV3 R19 8,5/10.5jj 5*114.3 (G322 G326);Vossen CV3;Литой;10.5
"8.5/10.5x19"", 5x114.30, ET40/25, ЦО 73,1мм.";Vossen;VOSSEN;73.1;19;25;5;https://static.baza.farpost.ru/drom/1462790048707_bulletin;https://static.baza.farpost.ru/drom/1462790048707_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-vossen-cv3-r19-8-5-10.5-jj-5-114.3-g322-g326-44774570.html;CV3;"10.5x19"", 5x114.3, ET25, ЦО73.1 VOSSEN CV3 ";114.3;32900;42900;10725;Aniku;NEW! Комплект дисков Vossen CV3 R19 8,5/10.5jj 5*114.3 (G322 G326);Vossen CV3;Литой;10.5
"9.0x17"", 5x100.00, ET25, ЦО 73,1мм.";RAYS VOLK RACING;VOLK;73.1;17;25;5;https://static.baza.farpost.ru/drom/1506594183165_bulletin;https://static.baza.farpost.ru/drom/1506594183165_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-volk-racing-te37sl-r17-9j-et25-5-100-d146-57540698.html;TE37 SL;"9.0x17"", 5x100.0, ET25, ЦО73.1 VOLK TE37 SL ";100.0;24900;29900;7475;Aniku;NEW! Комплект дисков Volk Racing TE37SL R17 9j ET25 5*100 (D146);Volk Racing TE37 SL;Литой;9.0
"8.0x16"", 5x114.30, ET0, ЦО 67,1мм.";Pro Comp;Pro Comp;67.1;16;0;5;https://static.baza.farpost.ru/drom/1513938503554_bulletin;https://static.baza.farpost.ru/drom/1513938503554_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-american-muscle-mat-r16-8j-et0-5-114.3-r127-59782248.html;American Muscle MAT;"8.0x16"", 5x114.3, ЦО67.1 Pro Comp American Muscle MAT ";114.3;32500;37500;9375;Aniku;NEW! Комплект дисков American Muscle MAT R16 8j ET0 5*114.3 (R127);American Muscle MAT;Литой;8.0
"8.0/9.0x18"", 5x114.30, ET38/38, ЦО 73,1мм.";Vossen;VOSSEN;73.1;18;38;5;https://static.baza.farpost.ru/drom/1481710530703_bulletin;https://static.baza.farpost.ru/drom/1481710530703_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-vossen-lc107-r18-8.0-9.0-5-114-3-g364-g366-50386157.html;LC107;"9.0x18"", 5x114.3, ET38, ЦО73.1 VOSSEN LC107 ";114.3;26900;31900;7975;Aniku;NEW! Комплект дисков Vossen LC107 R18 8.0 / 9.0 5*114,3 (G364 G366);Vossen LC107;Литой;9.0
"8.0/9.0x18"", 5x114.30, ET38/38, ЦО 73,1мм.";Vossen;VOSSEN;73.1;18;38;5;https://static.baza.farpost.ru/drom/1481710530703_bulletin;https://static.baza.farpost.ru/drom/1481710530703_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-vossen-lc107-r18-8.0-9.0-5-114-3-g364-g366-50386157.html;LC107;"9.0x18"", 5x114.3, ET38, ЦО73.1 VOSSEN LC107 ";114.3;26900;31900;7975;Aniku;NEW! Комплект дисков Vossen LC107 R18 8.0 / 9.0 5*114,3 (G364 G366);Vossen LC107;Литой;9.0
"8.0/9.0x18"", 5x114.30, ET38/38, ЦО 73,1мм.";Vossen;VOSSEN;73.1;18;38;5;https://static.baza.farpost.ru/drom/1481710530703_bulletin;https://static.baza.farpost.ru/drom/1481710530703_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-vossen-lc107-r18-8.0-9.0-5-114-3-g364-g366-50386157.html;LC107;"9.0x18"", 5x114.3, ET38, ЦО73.1 VOSSEN LC107 ";114.3;26900;31900;7975;Aniku;NEW! Комплект дисков Vossen LC107 R18 8.0 / 9.0 5*114,3 (G364 G366);Vossen LC107;Литой;9.0
"8.0/9.0x18"", 5x114.30, ET38/38, ЦО 73,1мм.";Vossen;VOSSEN;73.1;18;38;5;https://static.baza.farpost.ru/drom/1481710530703_bulletin;https://static.baza.farpost.ru/drom/1481710530703_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-vossen-lc107-r18-8.0-9.0-5-114-3-g364-g366-50386157.html;LC107;"9.0x18"", 5x114.3, ET38, ЦО73.1 VOSSEN LC107 ";114.3;26900;31900;7975;Aniku;NEW! Комплект дисков Vossen LC107 R18 8.0 / 9.0 5*114,3 (G364 G366);Vossen LC107;Литой;9.0
"8.0/9.0x18"", 5x112.00, ET38/38, ЦО 73,1мм.";Vossen;VOSSEN;73.1;18;38;5;https://static.baza.farpost.ru/drom/1481710530703_bulletin;https://static.baza.farpost.ru/drom/1481710530703_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-vossen-lc107-r18-8.0-9.0-5-112-g364-g366-50385993.html;LC107;"9.0x18"", 5x112.0, ET38, ЦО73.1 VOSSEN LC107 ";112.0;26900;31900;7975;Aniku;NEW! Комплект дисков Vossen LC107 R18 8.0 / 9.0 5*112 (G364-G366);Vossen LC107;Литой;9.0
"8.0/9.0x18"", 5x112.00, ET38/38, ЦО 73,1мм.";Vossen;VOSSEN;73.1;18;38;5;https://static.baza.farpost.ru/drom/1481710530703_bulletin;https://static.baza.farpost.ru/drom/1481710530703_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-vossen-lc107-r18-8.0-9.0-5-112-g364-g366-50385993.html;LC107;"9.0x18"", 5x112.0, ET38, ЦО73.1 VOSSEN LC107 ";112.0;26900;31900;7975;Aniku;NEW! Комплект дисков Vossen LC107 R18 8.0 / 9.0 5*112 (G364-G366);Vossen LC107;Литой;9.0
"8.0/9.0x18"", 5x112.00, ET38/38, ЦО 73,1мм.";Vossen;VOSSEN;73.1;18;38;5;https://static.baza.farpost.ru/drom/1481710530703_bulletin;https://static.baza.farpost.ru/drom/1481710530703_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-vossen-lc107-r18-8.0-9.0-5-112-g364-g366-50385993.html;LC107;"9.0x18"", 5x112.0, ET38, ЦО73.1 VOSSEN LC107 ";112.0;26900;31900;7975;Aniku;NEW! Комплект дисков Vossen LC107 R18 8.0 / 9.0 5*112 (G364-G366);Vossen LC107;Литой;9.0
"8.0/9.0x18"", 5x112.00, ET38/38, ЦО 73,1мм.";Vossen;VOSSEN;73.1;18;38;5;https://static.baza.farpost.ru/drom/1481710530703_bulletin;https://static.baza.farpost.ru/drom/1481710530703_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-vossen-lc107-r18-8.0-9.0-5-112-g364-g366-50385993.html;LC107;"9.0x18"", 5x112.0, ET38, ЦО73.1 VOSSEN LC107 ";112.0;26900;31900;7975;Aniku;NEW! Комплект дисков Vossen LC107 R18 8.0 / 9.0 5*112 (G364-G366);Vossen LC107;Литой;9.0
"9.0x20"", 6x139.70, ET18, ЦО 108,0мм.";XD Series;XD Series;108.0;20;18;6;https://static.baza.farpost.ru/drom/1532938148950_bulletin;https://static.baza.farpost.ru/drom/1532938148950_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-xd-series-riot-r20-j9-et18-6-139.7-r072-50221532.html;Riot;"9.0x20"", 6x139.7, ET18, ЦО108.0 XD Series Riot ";139.7;54999;64999;16249;Aniku;NEW! Комплект дисков XD Series Riot R20 J9 ET18 6*139.7 (R072);XD Series Riot;Литой;9.0
"8.0x18"", 5x105.00, ET35, ЦО 56,5мм.";Vossen;VOSSEN;56.5;18;35;5;https://static.baza.farpost.ru/drom/1462788684085_bulletin;https://static.baza.farpost.ru/drom/1462788684085_default;https://baza.drom.ru/vladivostok/wheel/disc/new-new-diski-vossen-vps303-r18-8.0-j-et35-5-105-g314-44774052.html;VPS303;"8.0x18"", 5x105.0, ET35, ЦО56.5 VOSSEN VPS303 ";105.0;24900;29900;7475;Aniku;NEW! NEW! Диски Vossen VPS303 R18 8.0j ET35 5*105 (G314);Vossen VPS303;Литой;8.0
"8.0x17"", 5x100.00, ET35, ЦО 73,1мм.";ProDrive;PRODRIVE;73.1;17;35;5;https://static.baza.farpost.ru/drom/1532945206889_bulletin;https://static.baza.farpost.ru/drom/1532945206889_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-prodrive-gc-05f-r17-8.0-j-et-35-5-100-c003-2-65325636.html;GC-05F;"8.0x17"", 5x100.0, ET35, ЦО73.1 PRODRIVE GC-05F ";100.0;23900;28900;7225;Aniku;NEW! Комплект дисков Prodrive GC-05F R17 8.0j ET+35 5*100 (C003/2);Prodrive GC-05F;Литой;8.0
"8.0x17"", 5x114.30, ET35, ЦО 73,1мм.";ProDrive;PRODRIVE;73.1;17;35;5;https://static.baza.farpost.ru/drom/1532945018223_bulletin;https://static.baza.farpost.ru/drom/1532945018223_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-prodrive-gc-05f-r17-8.0-j-et-35-5-114.3-c001-2-65325573.html;GC-05F;"8.0x17"", 5x114.3, ET35, ЦО73.1 PRODRIVE GC-05F ";114.3;23900;28900;7225;Aniku;NEW! Комплект дисков Prodrive GC-05F R17 8.0j ET+35 5*114.3 (C001/2);Prodrive GC-05F;Литой;8.0
"9.0x20"", 6x139.70, ET12, ЦО 110,0мм.";Black Rhino;Black Rhino;110.0;20;12;6;https://static.baza.farpost.ru/drom/1532937652108_bulletin;https://static.baza.farpost.ru/drom/1532937652108_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-black-rhino-glamis-r20-j9-et12-6-139.7-r071-50221251.html;Rhino Glamis;"9.0x20"", 6x139.7, ET12, ЦО110.0 Black Rhino Rhino Glamis ";139.7;54999;64999;16249;Aniku;NEW! Комплект дисков Black Rhino Glamis R20 J9 ET12 6*139.7 (R071);Rhino Glamis (черный);Литой;9.0
"9.0x17"", 5x114.30, ET30, ЦО 73,1мм.";ProDrive;PRODRIVE;73.1;17;30;5;https://static.baza.farpost.ru/drom/1532944857513_bulletin;https://static.baza.farpost.ru/drom/1532944857513_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-prodrive-gc-05f-r17-9.0-j-et-30-5-114.3-c002-2-65325502.html;GC-05F;"9.0x17"", 5x114.3, ET30, ЦО73.1 PRODRIVE GC-05F ";114.3;23900;28900;7225;Aniku;NEW! Комплект дисков Prodrive GC-05F R17 9.0j ET+30 5*114.3 (C002/2);Prodrive GC-05F;Литой;9.0
"11.0x18"", 5x114.30, ET18, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;18;18;5;https://static.baza.farpost.ru/drom/1520573502806_bulletin;https://static.baza.farpost.ru/drom/1520573502806_default;https://baza.drom.ru/vladivostok/wheel/disc/exkljuziv-rota-volk-racing-te37-sl-r18-11j-et18-5-114.3-d149-61573235.html;TE37 SL;"11.0x18"", 5x114.3, ET18, ЦО73.1 VOLK TE37 SL ";114.3;29900;34900;8725;Aniku;Эксклюзив ROTA / Volk Racing TE37 SL R18 11j ET18 5*114.3 (D149);Volk Racing TE37 SL;Литой;11.0
"8.0/9.0x17"", 5x100.00, ET35/25, ЦО 73,1мм.";RAYS VOLK RACING TE37;VOLK;73.1;17;25;5;https://static.baza.farpost.ru/drom/1506595949833_bulletin;https://static.baza.farpost.ru/drom/1506595949833_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-8j-9j-5-100-d145-d146-3-57541343.html;TE37 SL;"9.0x17"", 5x100.0, ET25, ЦО73.1 VOLK TE37 SL ";100.0;24900;29900;7475;Aniku;NEW! Разноширокие Volk Racing TE37SL R17 8j/9j 5*100 (D145 D146/3);Volk Racing TE37 SL;Литой;9.0
"8.0/9.0x17"", 5x100.00, ET35/25, ЦО 73,1мм.";RAYS VOLK RACING TE37;VOLK;73.1;17;25;5;https://static.baza.farpost.ru/drom/1506595949833_bulletin;https://static.baza.farpost.ru/drom/1506595949833_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-8j-9j-5-100-d145-d146-3-57541343.html;TE37 SL;"9.0x17"", 5x100.0, ET25, ЦО73.1 VOLK TE37 SL ";100.0;24900;29900;7475;Aniku;NEW! Разноширокие Volk Racing TE37SL R17 8j/9j 5*100 (D145 D146/3);Volk Racing TE37 SL;Литой;9.0
"8.0/9.0x17"", 5x100.00, ET35/25, ЦО 73,1мм.";RAYS VOLK RACING TE37;VOLK;73.1;17;25;5;https://static.baza.farpost.ru/drom/1506595949833_bulletin;https://static.baza.farpost.ru/drom/1506595949833_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-8j-9j-5-100-d145-d146-3-57541343.html;TE37 SL;"9.0x17"", 5x100.0, ET25, ЦО73.1 VOLK TE37 SL ";100.0;24900;29900;7475;Aniku;NEW! Разноширокие Volk Racing TE37SL R17 8j/9j 5*100 (D145 D146/3);Volk Racing TE37 SL;Литой;9.0
"8.0/9.0x17"", 5x100.00, ET35/25, ЦО 73,1мм.";RAYS VOLK RACING TE37;VOLK;73.1;17;25;5;https://static.baza.farpost.ru/drom/1506595949833_bulletin;https://static.baza.farpost.ru/drom/1506595949833_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-8j-9j-5-100-d145-d146-3-57541343.html;TE37 SL;"9.0x17"", 5x100.0, ET25, ЦО73.1 VOLK TE37 SL ";100.0;24900;29900;7475;Aniku;NEW! Разноширокие Volk Racing TE37SL R17 8j/9j 5*100 (D145 D146/3);Volk Racing TE37 SL;Литой;9.0
"8.0/9.0x17"", 5x100.00, ET35/25, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;17;25;5;https://static.baza.farpost.ru/drom/1506595022056_bulletin;https://static.baza.farpost.ru/drom/1506595022056_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-8j-9j-5-100-d145-d146-1-57540829.html;TE37 SL;"9.0x17"", 5x100.0, ET25, ЦО73.1 VOLK TE37 SL ";100.0;24900;29900;7475;Aniku;NEW! Разноширокие Volk Racing TE37SL R17 8j/9j 5*100 (D145 D146/1);Volk Racing TE37 SL;Литой;9.0
"8.0/9.0x17"", 5x100.00, ET35/25, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;17;25;5;https://static.baza.farpost.ru/drom/1506595022056_bulletin;https://static.baza.farpost.ru/drom/1506595022056_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-8j-9j-5-100-d145-d146-1-57540829.html;TE37 SL;"9.0x17"", 5x100.0, ET25, ЦО73.1 VOLK TE37 SL ";100.0;24900;29900;7475;Aniku;NEW! Разноширокие Volk Racing TE37SL R17 8j/9j 5*100 (D145 D146/1);Volk Racing TE37 SL;Литой;9.0
"8.0/9.0x17"", 5x100.00, ET35/25, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;17;25;5;https://static.baza.farpost.ru/drom/1506595022056_bulletin;https://static.baza.farpost.ru/drom/1506595022056_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-8j-9j-5-100-d145-d146-1-57540829.html;TE37 SL;"9.0x17"", 5x100.0, ET25, ЦО73.1 VOLK TE37 SL ";100.0;24900;29900;7475;Aniku;NEW! Разноширокие Volk Racing TE37SL R17 8j/9j 5*100 (D145 D146/1);Volk Racing TE37 SL;Литой;9.0
"8.0/9.0x17"", 5x100.00, ET35/25, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;17;25;5;https://static.baza.farpost.ru/drom/1506595022056_bulletin;https://static.baza.farpost.ru/drom/1506595022056_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-8j-9j-5-100-d145-d146-1-57540829.html;TE37 SL;"9.0x17"", 5x100.0, ET25, ЦО73.1 VOLK TE37 SL ";100.0;24900;29900;7475;Aniku;NEW! Разноширокие Volk Racing TE37SL R17 8j/9j 5*100 (D145 D146/1);Volk Racing TE37 SL;Литой;9.0
"8.0/9.0x17"", 5x100.00, ET35/25, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;17;25;5;https://static.baza.farpost.ru/drom/1506595534446_bulletin;https://static.baza.farpost.ru/drom/1506595534446_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-8j-9j-5-100-d145-d146-2-57541126.html;TE37 SL;"9.0x17"", 5x100.0, ET25, ЦО73.1 VOLK TE37 SL ";100.0;24900;29900;7475;Aniku;NEW! Разноширокие Volk Racing TE37SL R17 8j/9j 5*100 (D145 D146/2);Volk Racing TE37 SL;Литой;9.0
"8.0/9.0x17"", 5x100.00, ET35/25, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;17;25;5;https://static.baza.farpost.ru/drom/1506595534446_bulletin;https://static.baza.farpost.ru/drom/1506595534446_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-8j-9j-5-100-d145-d146-2-57541126.html;TE37 SL;"9.0x17"", 5x100.0, ET25, ЦО73.1 VOLK TE37 SL ";100.0;24900;29900;7475;Aniku;NEW! Разноширокие Volk Racing TE37SL R17 8j/9j 5*100 (D145 D146/2);Volk Racing TE37 SL;Литой;9.0
"8.0/9.0x17"", 5x100.00, ET35/25, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;17;25;5;https://static.baza.farpost.ru/drom/1506595534446_bulletin;https://static.baza.farpost.ru/drom/1506595534446_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-8j-9j-5-100-d145-d146-2-57541126.html;TE37 SL;"9.0x17"", 5x100.0, ET25, ЦО73.1 VOLK TE37 SL ";100.0;24900;29900;7475;Aniku;NEW! Разноширокие Volk Racing TE37SL R17 8j/9j 5*100 (D145 D146/2);Volk Racing TE37 SL;Литой;9.0
"8.0/9.0x17"", 5x100.00, ET35/25, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;73.1;17;25;5;https://static.baza.farpost.ru/drom/1506595534446_bulletin;https://static.baza.farpost.ru/drom/1506595534446_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-volk-racing-te37sl-r17-8j-9j-5-100-d145-d146-2-57541126.html;TE37 SL;"9.0x17"", 5x100.0, ET25, ЦО73.1 VOLK TE37 SL ";100.0;24900;29900;7475;Aniku;NEW! Разноширокие Volk Racing TE37SL R17 8j/9j 5*100 (D145 D146/2);Volk Racing TE37 SL;Литой;9.0
"8.0/9.0x17"", 5x114.30, ET35/30, ЦО 73,1мм.";ProDrive;PRODRIVE;73.1;17;30;5;https://static.baza.farpost.ru/drom/1532944677688_bulletin;https://static.baza.farpost.ru/drom/1532944677688_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-prodrive-gc-05f-r17-8.0-9.0-j-5-114.3-c001-c002-2-65325204.html;GC-05F;"9.0x17"", 5x114.3, ET30, ЦО73.1 PRODRIVE GC-05F ";114.3;23900;28900;7225;Aniku;NEW! Разноширокие Prodrive GC-05F R17 8.0/9.0j 5*114.3 (C001 C002/2);Prodrive GC-05F;Литой;9.0
"8.0/9.0x17"", 5x114.30, ET35/30, ЦО 73,1мм.";ProDrive;PRODRIVE;73.1;17;30;5;https://static.baza.farpost.ru/drom/1532944677688_bulletin;https://static.baza.farpost.ru/drom/1532944677688_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-prodrive-gc-05f-r17-8.0-9.0-j-5-114.3-c001-c002-2-65325204.html;GC-05F;"9.0x17"", 5x114.3, ET30, ЦО73.1 PRODRIVE GC-05F ";114.3;23900;28900;7225;Aniku;NEW! Разноширокие Prodrive GC-05F R17 8.0/9.0j 5*114.3 (C001 C002/2);Prodrive GC-05F;Литой;9.0
"8.0/9.0x17"", 5x114.30, ET35/30, ЦО 73,1мм.";ProDrive;PRODRIVE;73.1;17;30;5;https://static.baza.farpost.ru/drom/1532944677688_bulletin;https://static.baza.farpost.ru/drom/1532944677688_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-prodrive-gc-05f-r17-8.0-9.0-j-5-114.3-c001-c002-2-65325204.html;GC-05F;"9.0x17"", 5x114.3, ET30, ЦО73.1 PRODRIVE GC-05F ";114.3;23900;28900;7225;Aniku;NEW! Разноширокие Prodrive GC-05F R17 8.0/9.0j 5*114.3 (C001 C002/2);Prodrive GC-05F;Литой;9.0
"8.0/9.0x17"", 5x114.30, ET35/30, ЦО 73,1мм.";ProDrive;PRODRIVE;73.1;17;30;5;https://static.baza.farpost.ru/drom/1532944677688_bulletin;https://static.baza.farpost.ru/drom/1532944677688_default;https://baza.drom.ru/vladivostok/wheel/disc/new-raznoshirokie-prodrive-gc-05f-r17-8.0-9.0-j-5-114.3-c001-c002-2-65325204.html;GC-05F;"9.0x17"", 5x114.3, ET30, ЦО73.1 PRODRIVE GC-05F ";114.3;23900;28900;7225;Aniku;NEW! Разноширокие Prodrive GC-05F R17 8.0/9.0j 5*114.3 (C001 C002/2);Prodrive GC-05F;Литой;9.0
"8.0x18"", 5x114.30, ET35, ЦО 73,1мм.";HRE P101;HRE;73.1;18;35;5;https://static.baza.farpost.ru/drom/1536573178454_bulletin;https://static.baza.farpost.ru/drom/1536573178454_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-hre-style-p101-r18-8.0-j-et35-5-114.3-b016-66348302.html;P101;"8.0x18"", 5x114.3, ET35, ЦО73.1 HRE P101 ";114.3;28900;33900;8475;Aniku;NEW! Комплект дисков HRE Style P101 R18 8.0j ET35 5*114.3 (B016);HRE P101;Литой;8.0
"8.0/9.0x18"", 5x114.30, ET35/35, ЦО 73,1мм.";HRE P101;HRE;73.1;18;35;5;https://static.baza.farpost.ru/drom/1536560614370_bulletin;https://static.baza.farpost.ru/drom/1536560614370_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-hre-style-p101-r18-8.0-9.0-j-5-114.3-b016-b017-66342265.html;P101;"9.0x18"", 5x114.3, ET35, ЦО73.1 HRE P101 ";114.3;28900;33900;8475;Aniku;NEW! Комплект дисков HRE Style P101 R18 8.0/9.0j 5*114.3 (B016 B017);HRE P101;Литой;9.0
"8.0/9.0x18"", 5x114.30, ET35/35, ЦО 73,1мм.";HRE P101;HRE;73.1;18;35;5;https://static.baza.farpost.ru/drom/1536560614370_bulletin;https://static.baza.farpost.ru/drom/1536560614370_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-hre-style-p101-r18-8.0-9.0-j-5-114.3-b016-b017-66342265.html;P101;"9.0x18"", 5x114.3, ET35, ЦО73.1 HRE P101 ";114.3;28900;33900;8475;Aniku;NEW! Комплект дисков HRE Style P101 R18 8.0/9.0j 5*114.3 (B016 B017);HRE P101;Литой;9.0
"8.0/9.0x18"", 5x114.30, ET35/35, ЦО 73,1мм.";HRE P101;HRE;73.1;18;35;5;https://static.baza.farpost.ru/drom/1536560614370_bulletin;https://static.baza.farpost.ru/drom/1536560614370_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-hre-style-p101-r18-8.0-9.0-j-5-114.3-b016-b017-66342265.html;P101;"9.0x18"", 5x114.3, ET35, ЦО73.1 HRE P101 ";114.3;28900;33900;8475;Aniku;NEW! Комплект дисков HRE Style P101 R18 8.0/9.0j 5*114.3 (B016 B017);HRE P101;Литой;9.0
"8.0/9.0x18"", 5x114.30, ET35/35, ЦО 73,1мм.";HRE P101;HRE;73.1;18;35;5;https://static.baza.farpost.ru/drom/1536560614370_bulletin;https://static.baza.farpost.ru/drom/1536560614370_default;https://baza.drom.ru/vladivostok/wheel/disc/new-komplekt-diskov-hre-style-p101-r18-8.0-9.0-j-5-114.3-b016-b017-66342265.html;P101;"9.0x18"", 5x114.3, ET35, ЦО73.1 HRE P101 ";114.3;28900;33900;8475;Aniku;NEW! Комплект дисков HRE Style P101 R18 8.0/9.0j 5*114.3 (B016 B017);HRE P101;Литой;9.0
"8.5x20"", 5x150.00, ET58, ЦО 110,1мм.";Toyota;Toyota;110.1;20;58;5;https://static.baza.farpost.ru/drom/1532943857927_bulletin;https://static.baza.farpost.ru/drom/1532943857927_default;https://baza.drom.ru/vladivostok/wheel/disc/new-shtatnye-diski-dlja-lexus-toyota-lc200-r20-j8-5-et58-5-150-p059-65325095.html;Lexus LC200;"8.5x20"", 5x150.0, ET58, ЦО110.1 Toyota Lexus LC200 ";150.0;36900;46900;11725;Aniku;NEW! Штатные диски для Lexus/Toyota LC200 R20 J8.5 ET58 5*150 (P059);LexusToyota LC200 (штатные);Литой;8.5
"9.5x18"", 5x100.00, 5x114.30, ET25, ЦО 73,1мм.";SSR;SSR;73.1;18;25;5;https://static.baza.farpost.ru/drom/1532943623475_bulletin;https://static.baza.farpost.ru/drom/1532943623475_default;https://baza.drom.ru/vladivostok/wheel/disc/hrom-exkljuziv-komplekt-ssr-sp1-r18-9.5-j-et25-5-100-5-114.3-a023-1-65324979.html;SP1;"9.5x18"", 5x114.3, ET25, ЦО73.1 SSR SP1 ";114.3;34900;39900;9975;Aniku;ХРОМ! Эксклюзив! Комплект SSR SP1 R18 9.5j ET25 5*100/5*114.3 (A023/1);SSR SP1 (хром);Литой;9.5
"9.5x18"", 5x100.00, 5x114.30, ET25, ЦО 73,1мм.";SSR;SSR;73.1;18;25;5;https://static.baza.farpost.ru/drom/1532943623475_bulletin;https://static.baza.farpost.ru/drom/1532943623475_default;https://baza.drom.ru/vladivostok/wheel/disc/hrom-exkljuziv-komplekt-ssr-sp1-r18-9.5-j-et25-5-100-5-114.3-a023-1-65324979.html;SP1;"9.5x18"", 5x114.3, ET25, ЦО73.1 SSR SP1 ";114.3;34900;39900;9975;Aniku;ХРОМ! Эксклюзив! Комплект SSR SP1 R18 9.5j ET25 5*100/5*114.3 (A023/1);SSR SP1 (хром);Литой;9.5
"9.5x18"", 5x100.00, 5x114.30, ET30, ЦО 73,1мм.";SSR;SSR;73.1;18;30;5;https://static.baza.farpost.ru/drom/1511687949862_bulletin;https://static.baza.farpost.ru/drom/1511687949862_default;https://baza.drom.ru/vladivostok/wheel/disc/hrom-exkljuziv-komplekt-ssr-sp1-r18-9.5-j-et25-5-100-5-114-3-a023-59140597.html;SP1;"9.5x18"", 5x114.3, ET30, ЦО73.1 SSR SP1 ";114.3;34900;39900;9975;Aniku;ХРОМ! Эксклюзив! Комплект SSR SP1 R18 9.5j ET25 5*100/5*114,3 (A023);SSR SP1 (хром);Литой;9.5
